id;name;year;month;day;precip.mm;status1;rainsnow;snowheight;status2;freshsnow;status3;snowtype;status4;snowcovertype;status5
250170050;BRZEG;1953;06;08;5.0;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;06;09;16.3;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;06;12;1.9;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;06;16;1.6;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;06;17;10.0;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;06;19;2.1;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;06;24;13.6;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;07;09;31.7;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;07;10;4.6;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;07;14;15.6;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;07;15;3.1;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;07;18;10.3;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;07;23;6.9;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;07;27;1.9;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;07;30;2.1;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;08;02;3.6;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;08;07;21.9;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;08;22;.5;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;08;25;1.3;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;08;30;1.0;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;08;31;2.8;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;09;03;1.4;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;09;11;1.2;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;09;12;6.1;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;09;13;2.1;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;09;20;6.5;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;09;29;7.7;;W;0;8;0;8;;8;;8
250170050;BRZEG;1953;10;04;14.2;;W;0;8;0;8;;8;;8
